Factor_Name,Return
F01,0.07323931767135165
F02,-0.08435411094150258
F03,-0.11964976251545621
F04,-0.010084385781998422
F05,0.004225114932237998
F06,0.07688604144320857
F07,0.27124741128235125
F08,0.09990800305046454
F09,0.14406122509208397
F10,-0.13385922987515736
I01,0.027914034135584645
I02,0.01638063128319482
I03,-0.004494417640672703
I04,-0.10190263450467994
I05,-0.17558422645999944
I06,-0.23284548434401087
I07,0.05939383470509943
I08,0.13497450855637033
I09,-0.03407181627000673
I10,0.008503786463345334
I11,0.004649154743498698
I12,0.030540106287974107
I13,0.02968450601152552
I14,-0.05842275234275679
I15,-0.00313656664235488
I16,0.001777618771360572
I17,-0.11475170385821691
I18,-0.0758713561054579
I19,0.045891912054822716
I20,0.011363659795579838
Residual,-6.662293345789362
