Factor_Name,Return
F01,-0.0436371252760171
F02,-0.007110825950064113
F03,0.35477669906618015
F04,-0.2422452819130066
F05,-0.14485540261599394
F06,0.08163257302809565
F07,-1.5349442065792174e-05
F08,-0.17551064352004192
F09,-0.11478798106753679
F10,-0.07044462244741913
I01,0.08954166851240607
I02,-0.006049012496220346
I03,-0.1446159442939176
I04,-0.1110121612752453
I05,0.004499551001606768
I06,0.005488327082888546
I07,0.028503359112345295
I08,-0.00710033907952203
I09,0.006437110596002514
I10,-0.04574190561015362
I11,0.02904201825757965
I12,0.05298302375419026
I13,-0.05463368258960415
I14,0.0552346159654388
I15,0.0649209988585995
I16,-0.05618747951893319
I17,0.19883334870342378
I18,0.019694710974627105
I19,0.0475556405005326
I20,0.4633047355771573
Residual,1.6345765268969374
