Share_Code,Residual_Returns
S0001,96.84993910262895
S0002,-14.934291507312022
S0003,-39.422127808773396
S0004,-47.87762708987213
S0005,68.81026431472822
S0006,51.93262396081835
S0007,28.074677406667128
S0008,86.22508829523449
S0009,70.17011032630388
S0010,31.095839168798186
S0011,-92.72858829709115
S0012,14.002224613407606
S0013,9.080900888258777
S0014,37.955794730700234
S0015,32.12551757495913
S0016,-31.548504941314537
S0017,-79.14490681541696
S0018,-58.143803658831345
S0019,53.37084115443637
S0020,47.7865680676544
S0021,39.22669489264122
S0022,98.22116975918337
S0023,-42.42651467137405
S0024,-20.70585476213622
S0025,-34.061795592110805
S0026,71.62504206333536
S0027,-48.403980539271956
S0028,58.646756359052304
S0029,34.92938784521389
S0030,-10.15244458372278
S0031,31.523144006512492
S0032,37.53133020523586
S0033,-14.037071752989378
S0034,77.7852003160587
S0035,72.42689983345025
S0036,15.557022867292197
S0037,-64.6454825826748
S0038,34.07295676396781
S0039,76.1107535082968
S0040,25.853180454870007
S0041,-44.853872241908526
S0042,-57.37932075042347
S0043,-27.0896380042919
S0044,77.6789698121892
S0045,-13.180358966158696
S0046,-44.18721534816864
S0047,65.29877076126486
S0048,70.37238800989103
S0049,-89.70933591691376
S0050,66.01308269708426
S0051,-12.968706607201785
S0052,41.989874522878594
S0053,86.55823247110607
S0054,-26.28602110046776
S0055,91.87967202392433
S0056,21.71143901973835
S0057,-77.37340374512775
S0058,9.6960854428432
S0059,-6.71219540457757
S0060,-31.229001667804834
S0061,4.759390626896698
S0062,-17.502252056476742
S0063,-80.68839785253178
S0064,12.248686268842498
S0065,-76.95444366147393
S0066,-24.974741962932445
S0067,52.167501393328
S0068,2.0477487023033145
S0069,-71.47393519958709
S0070,23.667280772317593
S0071,-45.3365889133938
S0072,-1.1411865534070582
S0073,-77.78596967213953
S0074,46.91064507553007
S0075,-97.33850993866831
S0076,-3.6339679839223002
S0077,47.10476458701522
S0078,-57.197989842699094
S0079,-14.596249983269404
S0080,68.83212741906208
S0081,-1.8561268849197559
S0082,29.53699442549897
S0083,-33.198389154359845
S0084,-11.133084541451526
S0085,24.32652117236909
S0086,-80.10287998210754
S0087,-27.822288189808788
S0088,-87.60945191167329
S0089,-16.811600012140318
S0090,23.68522147972118
S0091,-40.01518462441272
S0092,-16.884803762540123
S0093,38.873629959065035
S0094,85.77705099999382
S0095,-86.36851881172419
S0096,50.6247967273317
S0097,-33.564716575030516
S0098,-32.3299382374383
S0099,63.367652276109425
S0100,-80.41001549717917
S0101,-34.68816828906492
S0102,-50.73039737110012
S0103,17.58905651791153
S0104,25.253500595527726
S0105,-83.37009752511548
S0106,-71.78197723802069
S0107,-17.55262870274048
S0108,32.855476193720484
S0109,43.613069946723286
S0110,24.257813589640033
S0111,42.33652150528012
S0112,46.79162208350586
S0113,37.53699502416282
S0114,46.00527915884897
S0115,-24.180642282878864
S0116,2.5413196266321303
S0117,-43.87769178154248
S0118,-36.86638868989503
S0119,34.26783008061449
S0120,-67.17198489180439
S0121,-13.022752085925784
S0122,-72.63802631779998
S0123,-22.49740117791887
S0124,-2.3728343861790524
S0125,-40.42143491941535
S0126,97.31558762146352
S0127,-68.73982568928312
S0128,-24.948693796647667
S0129,46.65862036566676
S0130,5.7116927380544436
S0131,56.29887163200386
S0132,67.25905580667737
S0133,76.07460287966214
S0134,87.11175152759078
S0135,53.20669034175698
S0136,-68.48440039990756
S0137,-50.51618581004887
S0138,-43.049874162292454
S0139,44.869156070965815
S0140,-42.59207354676417
S0141,26.67016085517455
S0142,39.12833952062951
S0143,-63.050274179199974
S0144,-58.2543092321779
S0145,-75.65971147863823
S0146,-49.85240713043118
S0147,-62.63679686572134
S0148,107.38791758286143
S0149,48.51103766404199
S0150,-50.73690288940797
S0151,-78.24618609471071
S0152,10.713384369315339
S0153,34.792242132639885
S0154,-46.994051956156554
S0155,84.0229913798849
S0156,47.23456491676469
S0157,57.60980172057505
S0158,32.870849412060984
S0159,-18.070749407802243
S0160,25.54402779345095
S0161,-85.19179727812379
S0162,-64.92600646452279
S0163,78.98235381563568
S0164,-83.03843480064691
S0165,-4.383174577492032
S0166,73.91829390969211
S0167,-28.84862930859948
S0168,32.65179182014711
S0169,-53.04075364426357
S0170,62.25565873518337
S0171,40.864510559778694
S0172,22.822703216263
S0173,-73.27033791277026
S0174,65.16448754349793
S0175,-12.734511989189246
S0176,-4.820910834601005
S0177,-68.04698762674174
S0178,37.801651504453446
S0179,-72.70248923623654
S0180,16.673489931951828
S0181,-88.03917349132665
S0182,27.730117124856662
S0183,61.39363952173445
S0184,55.93612757565256
S0185,1.257514172721379
S0186,-43.26163706186122
S0187,-44.590914133118716
S0188,40.159179169813285
S0189,-36.85982787678001
S0190,-84.22594646698342
S0191,-54.0187769598807
S0192,-10.553104867923825
S0193,16.53713227364015
S0194,-29.881016751253984
S0195,68.54070630756767
S0196,-98.15389422696757
S0197,50.59035910403692
S0198,52.05450645121942
S0199,-57.76241038108253
S0200,26.270187312872462
S0201,-12.779214057961218
S0202,-4.832296336984011
S0203,-20.325518672419868
S0204,-38.792145548223466
S0205,-76.91039274088179
S0206,-23.03756564809824
S0207,-8.153717496231414
S0208,-86.09953455054558
S0209,-67.47407550079866
S0210,-53.86136501980609
S0211,24.515556903215987
S0212,-64.87185935100557
S0213,-85.5253322518642
S0214,65.52797088837838
S0215,65.29159771850263
S0216,-66.0445868307436
S0217,-39.37341041164753
S0218,-82.0962432010334
S0219,74.87412036752224
S0220,21.79650218264803
S0221,3.1471970515270122
S0222,-79.04291931930572
S0223,83.43827099258112
S0224,76.65672478395575
S0225,-21.13522581602211
S0226,6.015145301097352
S0227,-22.813009392965228
S0228,41.084358214931086
S0229,-3.64092597585747
S0230,56.605231912274355
S0231,-36.56816199213401
S0232,-22.88469573336328
S0233,36.0332312625861
S0234,21.676800666118876
S0235,-26.89351015786961
S0236,82.3772264544052
S0237,93.37057350531238
S0238,27.241102767246407
S0239,-109.3878554030752
S0240,5.033593444206893
S0241,-27.472594046389244
S0242,52.52121314512688
S0243,21.506630767442587
S0244,14.458827138038295
S0245,-88.4540071040155
S0246,69.14594143763075
S0247,81.1958812580745
S0248,-58.179077802381215
S0249,-29.92868142084379
S0250,58.89528104750472
S0251,59.80087188051109
S0252,-55.134636755804294
S0253,70.20565953322655
S0254,12.112908757359692
S0255,-1.8773012623766405
S0256,71.00405565721478
S0257,66.31450341848017
S0258,2.292047040735998
S0259,-45.89239498896348
S0260,54.13224333569554
S0261,6.935222206317091
S0262,53.02613079737756
S0263,83.09445014794623
S0264,-69.44360724881957
S0265,-72.88286128564401
S0266,74.35129685366871
S0267,74.10637537830203
S0268,-56.56547305649656
S0269,-43.74169629421092
S0270,-88.5145936499088
S0271,41.68744855635164
S0272,-10.88229019050744
S0273,-13.421905875931166
S0274,3.5686326476655985
S0275,-2.4649260264390005
S0276,111.73078213541346
S0277,-61.16202248716719
S0278,91.42863293011938
S0279,-57.44335432284161
S0280,-4.153794507105728
S0281,-64.6130313921137
S0282,28.965660140125234
S0283,21.787160811682483
S0284,-34.23109358832902
S0285,32.21285886396111
S0286,-70.31334931784843
S0287,32.11722724565318
S0288,29.77577377836642
S0289,61.63711697430794
S0290,77.3462036434623
S0291,18.32825049030049
S0292,-25.73046835462284
S0293,36.52913344627494
S0294,58.27754829258522
S0295,98.31434031179955
S0296,-5.4434440620229605
S0297,84.22902855867697
S0298,23.765913155120728
S0299,-6.7852923198356105
S0300,-34.12640313228076
S0301,84.7757092233578
S0302,75.47719310327363
S0303,-21.56356280366788
S0304,-48.546258237048086
S0305,79.00529367258994
S0306,-81.85274148431955
S0307,97.95870038389744
S0308,107.8885148402107
S0309,-31.854304481298115
S0310,88.14893075323084
S0311,-57.57064284951558
S0312,92.65315441900101
S0313,80.00817866667775
S0314,65.66643320357198
S0315,-63.39565782476192
S0316,-93.08532808476076
S0317,65.26702068864635
S0318,-13.742866540239248
S0319,-73.07114660313776
S0320,-86.17352663807245
S0321,-6.208682624312153
S0322,20.41031557106527
S0323,93.2296842132762
S0324,47.69010374372183
S0325,-85.73379805796675
S0326,31.55206731460702
S0327,-92.03955684979569
S0328,-57.18802847928496
S0329,-33.725185881797096
S0330,-1.149193439221949
S0331,-13.107922113721905
S0332,12.200049340779486
S0333,-35.574236792764296
