Factor_Name,Return
F01,-0.027406443688598583
F02,-0.011612025310496796
F03,-0.049452506202327155
F04,0.0513610266500439
F05,0.010618585008170091
F06,0.10984757701067199
F07,-0.03140337236805765
F08,0.19413722853998716
F09,-0.14139466425008487
F10,0.005510481002090606
I01,-0.17320822493698748
I02,0.006878757650963412
I03,0.20610690962027625
I04,-0.016132865593174967
I05,-8.757032359418348e-05
I06,0.024913353482409695
I07,0.007046728715793389
I08,0.07003487171315985
I09,-0.051678053240964895
I10,0.20024933936195669
I11,-0.09976824900335136
I12,-0.06688970269009664
I13,-0.020306708224216197
I14,0.2272657801443593
I15,0.05323511274924047
I16,0.04532037399327792
I17,-0.059182511566949314
I18,0.005668558347281697
I19,0.09086472114257813
I20,0.026181210985214472
Residual,2.2325722530264405
