Share_Code,Residual_Returns
S0001,53.700023262398645
S0002,51.05275170874894
S0003,57.65910640829454
S0004,96.10594849701596
S0005,74.17552212829112
S0006,27.54404198261623
S0007,-40.68313514360698
S0008,2.8467029561592234
S0009,1.856702095602829
S0010,80.71419550237987
S0011,6.542787015632223
S0012,96.67242072203328
S0013,22.250580493351606
S0014,73.02046306070912
S0015,-12.253836144823882
S0016,-107.48031338880239
S0017,72.52823571846426
S0018,53.461127188008376
S0019,15.56133183851627
S0020,7.0110578067955345
S0021,78.61518075340075
S0022,80.3838496629643
S0023,-7.510300656204012
S0024,-78.29701045440135
S0025,72.86232582323838
S0026,80.18835905761956
S0027,-64.57461612266792
S0028,-12.801403763761348
S0029,16.01294135674963
S0030,-18.700812003610487
S0031,-45.42900079262208
S0032,77.91776487467298
S0033,22.98595943568447
S0034,57.12417301532464
S0035,-80.7013267556476
S0036,14.600932079005595
S0037,77.88429045620613
S0038,17.415773833116145
S0039,37.992804971328106
S0040,48.01545334060318
S0041,84.78306587338888
S0042,60.52898628073079
S0043,-69.5801151390767
S0044,23.72387085564624
S0045,-81.80103704665787
S0046,51.746477960315204
S0047,73.89013407604483
S0048,-48.43564395983163
S0049,5.433096762639977
S0050,50.75455575085908
S0051,-0.24093815745629854
S0052,97.20140630421537
S0053,-5.42277172776016
S0054,4.006400807148033
S0055,75.8395072251333
S0056,89.41718773653699
S0057,30.092470304575315
S0058,55.5845008089454
S0059,-107.72842779985488
S0060,20.907995971992968
S0061,65.61532823595759
S0062,-81.62988999983853
S0063,25.32458369640887
S0064,-65.09320774298905
S0065,-15.628732323686789
S0066,-35.177989891220065
S0067,98.42977611901273
S0068,48.3654867021337
S0069,98.31774886034151
S0070,8.701193717365589
S0071,-48.36669833209204
S0072,-53.552909227385726
S0073,53.634636325215894
S0074,76.02531755566832
S0075,24.296658364920816
S0076,-28.73754611332677
S0077,-64.57133444067311
S0078,22.07882286998185
S0079,-59.444259455094425
S0080,-69.85690606580056
S0081,-33.92932251095268
S0082,38.65761503395356
