Factor_Name,Return
F01,-0.17736050350657334
F02,0.028848849727893873
F03,-0.029046977804415855
F04,-0.31174171486465807
F05,0.038374597131698315
F06,-0.0441178152854736
F07,0.03965418648010129
F08,-0.004420112320888203
F09,0.1496129840151669
F10,-0.11660614768224135
I01,0.002316757129271705
I02,-0.07342053455300386
I03,-0.045850339901814786
I04,0.012468876329971797
I05,0.35788035834640614
I06,-0.2631125138239948
I07,0.06594676413483579
I08,0.07218568994038219
I09,-0.2522870412536647
I10,0.040053730851710274
I11,0.1799159949846071
I12,-0.10391408835179317
I13,-0.013454200935387054
I14,-0.02896918302391555
I15,-0.03095291039791299
I16,-0.07104585869310527
I17,-0.10750291109251875
I18,0.017656183771940486
I19,-0.007298427489355717
I20,-0.09035880620977463
Residual,3.031856456685056
