Factor_Name,Return
F01,-0.01709305750262531
F02,0.051972705694630424
F03,0.8445233637015623
F04,-0.0516307558703603
F05,-0.024088076543151708
F06,-0.13148298769367694
F07,0.20916311088745848
F08,0.063148842334168
F09,0.002525441232654877
F10,-0.04828173352918661
I01,-0.14337638719306045
I02,0.0265782238189406
I03,-0.05989083636687009
I04,-0.008247923450809314
I05,-0.00023806982624805268
I06,0.020831309090868742
I07,-0.17412619835352772
I08,-0.06519680718925905
I09,-0.5799491012346332
I10,-0.02028372678941323
I11,0.013877526800576943
I12,0.051195160756603186
I13,-0.03798405919195239
I14,0.015969483936226565
I15,0.0032335784453505437
I16,0.07846145665705398
I17,0.01150731731376263
I18,-0.021342817417177463
I19,-0.02416100796753074
I20,0.15626160741354136
Residual,-5.951889189076574
