Factor_Name,Return
F01,0.019406017436640007
F02,-0.03644880480540585
F03,-0.012009001756046748
F04,-0.038122640946355105
F05,0.03504589076960617
F06,0.0013438005377134617
F07,-0.050156362901530756
F08,0.7538595627232494
F09,0.09202357456986818
F10,-0.017837101112886097
I01,0.00015475596074793118
I02,-0.15895435726153628
I03,-0.09702522394221598
I04,0.23800360441940513
I05,-0.02304395816475075
I06,0.004530943999567039
I07,0.06714999381309497
I08,-0.23217911550540396
I09,-0.030518272237644396
I10,-0.04601493932101078
I11,0.013117135100675999
I12,0.3499665093029638
I13,0.0036705050959138213
I14,-0.01666836133923315
I15,0.01446383751128843
I16,0.06398933176759679
I17,-0.09939375654946074
I18,-0.1752032069999073
I19,-0.024955955468397104
I20,0.1406718302445748
Residual,4.24961953781139
