Factor_Name,Return
F01,0.053326972124359925
F02,0.047728191941973024
F03,0.1959933115891144
F04,0.28693612658352413
F05,-0.026786438296335157
F06,0.2186337511445876
F07,-0.03955922887505438
F08,-0.020817899188173183
F09,-0.023668738739228787
F10,-0.0038969307571124056
I01,0.03204801884518653
I02,-9.556227785551559e-05
I03,-0.02936969838545937
I04,-0.24496136312903735
I05,-0.5000620742973356
I06,-0.08765070032199739
I07,-0.0636155996608668
I08,-0.022221245410896408
I09,0.07591374894774772
I10,0.035464415792366234
I11,0.05476110930607911
I12,-0.08349318475172145
I13,0.09883529790371008
I14,-0.010547360473691921
I15,-0.0011607503817222342
I16,0.04594176648431826
I17,-0.017283294571247634
I18,-0.014931999141702117
I19,0.03685003055422173
I20,0.10946896412671266
Residual,-0.4664946670421234
