Share_Code,Residual_Returns
S0001,8.46698787322256
S0002,-93.1961016499857
S0003,-72.88048623285032
S0004,29.109201082990566
S0005,40.67312260744457
S0006,68.9365986727751
S0007,-69.43793641023365
S0008,-40.60418196851025
S0009,45.46048682276872
S0010,64.67425115244508
S0011,-79.833700802965
S0012,-42.57147814013349
S0013,-70.83918272481459
S0014,-26.679905381603835
S0015,-69.37113317705176
S0016,-15.049849489736998
S0017,-51.74070856493222
S0018,15.0860279614616
S0019,8.589755403088873
S0020,32.40868193013387
S0021,27.810106452536207
S0022,-53.34935227202331
S0023,71.72042748225813
S0024,-103.27986769186435
S0025,-33.66832127783317
S0026,2.1961915104531116
S0027,59.48438994415184
S0028,-63.00494819195656
S0029,-40.12005909715229
S0030,48.322641119450125
S0031,-67.78746922889894
S0032,80.6433091140127
S0033,-42.77313594464527
S0034,20.83839640291254
S0035,-35.186725318739335
S0036,-54.0975991366043
S0037,-18.73745762952986
S0038,-78.8542509657265
S0039,80.90939680831949
S0040,81.65517342226204
S0041,5.961225233096824
S0042,7.101091488250465
S0043,41.91444028399527
S0044,-96.68885091041764
S0045,-85.77523461782728
S0046,-3.4276672733520885
S0047,12.907385633489355
S0048,-61.585209005102506
S0049,-54.84175590422407
S0050,-82.81570462862175
S0051,31.501568441948983
S0052,30.698080730580994
S0053,60.895687801858486
S0054,25.087300061621256
S0055,-32.88901185262746
S0056,-63.8014108578825
S0057,32.416935413773324
S0058,68.53465221792622
S0059,57.720720672214014
S0060,-4.268879503964546
S0061,-85.85108210974425
S0062,70.17778615880675
S0063,-55.64135740494738
S0064,86.3300153581107
S0065,57.59071830890105
S0066,82.55606861630557
S0067,-96.81047425804402
S0068,2.24387735569357
S0069,54.31572839691849
S0070,36.32008566012663
S0071,7.885356006373133
S0072,83.45839881444262
S0073,78.74532185225047
S0074,14.937278649000762
S0075,-50.22665887276415
S0076,-66.91146612132185
S0077,79.48339865039803
S0078,-21.078825585518075
S0079,-32.9983777698871
S0080,96.11936985123835
S0081,-12.01761479900552
S0082,-51.54788946635529
S0083,-49.8288204040216
S0084,-19.844219250129484
S0085,45.468560744966695
S0086,-46.1434937809208
S0087,-54.01759955163183
S0088,-34.370564271731006
S0089,-11.465506774954914
S0090,51.759018739295556
S0091,-45.40037918987223
S0092,-60.03296860873203
S0093,47.949096260288975
S0094,95.94122334483015
S0095,-51.611703051724
S0096,56.725667320994106
S0097,48.701895174404015
S0098,33.17034606846613
S0099,56.138040530226796
S0100,18.532560022246653
S0101,75.67747809424702
S0102,7.8735963858093445
S0103,-32.136412575319
S0104,85.30421989421791
S0105,30.897646282953588
S0106,59.67708823179079
S0107,-52.165568300941885
S0108,-24.140148323326557
S0109,-13.60838491520969
S0110,-48.0768085588061
S0111,-82.34741247034277
S0112,-70.7008878109706
S0113,-23.268050268122373
S0114,-29.919400084850267
S0115,45.089376147366956
S0116,-29.032301302071694
S0117,-25.628808496793866
S0118,80.04192837406796
S0119,-52.20535664597463
S0120,51.7980949312994
S0121,27.59098803110547
S0122,-77.60559187776059
S0123,1.2364489818057045
S0124,-78.7661300080431
S0125,-10.025199219667973
S0126,-85.39627151283099
S0127,-85.07954611389289
S0128,65.4790831270951
S0129,-18.451951957731033
S0130,17.281069669625804
S0131,110.89228801841546
S0132,-75.50146586523424
S0133,35.13264154842052
S0134,67.63678496233162
S0135,-110.92199227438546
S0136,62.890830893859686
S0137,-8.681902248968097
S0138,-33.42963341380393
S0139,37.242856785627495
S0140,83.16483944162243
S0141,-56.54230103707836
S0142,-92.47458122903156
S0143,-23.670698237802853
S0144,-31.46113645705788
S0145,108.46462453068762
S0146,-39.236189772061145
S0147,55.28060595723565
S0148,-87.97044455065115
S0149,-74.48157525900892
S0150,14.897844208085528
S0151,-80.51655227236405
S0152,-5.730091292147325
S0153,-93.82582918393572
S0154,68.12235945207635
S0155,45.64175848049439
S0156,-92.03447472804251
S0157,-64.8370826072892
S0158,88.39876644931843
S0159,-37.08507229267135
S0160,-67.54471358532328
S0161,-19.64193988479918
S0162,12.997878580332742
S0163,-15.429969352978244
S0164,78.11039762385087
S0165,30.62917713944708
S0166,-59.09130150286232
S0167,-26.496297655227377
S0168,-47.10205522186243
S0169,-26.110780396457756
S0170,-99.42437513010887
S0171,-69.2652303339252
S0172,-25.845320776715155
S0173,59.699757534210356
S0174,79.52358689981669
S0175,102.31546317175714
S0176,-48.66937093280035
S0177,100.80545397392082
S0178,72.10069885496672
S0179,-38.23535214558822
S0180,-55.500932119413875
S0181,-1.5974662189970852
S0182,0.7630983400519495
S0183,-72.87832553350647
S0184,59.80102117144402
S0185,-59.27722295195522
S0186,28.959475314659958
S0187,64.64368747162094
S0188,31.863022778723796
S0189,15.87208139822311
S0190,-16.829509737010703
S0191,110.04157165848846
S0192,22.46967206183131
S0193,52.66716953644511
S0194,-42.9823638805458
S0195,12.446725060043576
S0196,84.18658295708029
S0197,84.27095884139324
S0198,79.53295708999111
S0199,83.51772355425523
S0200,-13.66321118902773
S0201,19.693836572067276
S0202,55.85364786592858
S0203,-99.8520414826447
S0204,65.27684001135276
S0205,-80.26153546073202
S0206,64.2609518727572
S0207,70.29714869855195
S0208,11.719877027851055
S0209,36.14020377338078
S0210,31.71306326497522
S0211,-77.73165854966548
S0212,-12.305288366111881
S0213,58.71360721566818
S0214,1.403594195294179
S0215,-32.462030155898596
S0216,-69.89726759191721
S0217,65.54875043436722
S0218,-31.157401733610065
S0219,-8.861084473083608
S0220,-53.569714494679864
S0221,79.13070390089912
S0222,42.85758107449388
S0223,78.94946971193623
S0224,2.3633443397235414
S0225,45.22478263300198
S0226,-62.73584997233606
S0227,82.4367238087629
S0228,22.391965333837547
S0229,-61.872975356257044
S0230,7.35051129971078
S0231,-39.012213392784574
S0232,45.550983980666096
S0233,39.506279612873925
S0234,25.563672608213075
S0235,75.78637105074105
S0236,-73.68737910011423
S0237,32.59843175601768
S0238,42.61054683332287
S0239,73.0593469627986
S0240,48.73657594076835
S0241,87.25157296856453
S0242,-6.35114256321906
S0243,9.597817730726488
S0244,69.05627195532374
S0245,-34.75915034053194
S0246,70.67132016498878
S0247,-86.2129268084035
S0248,-3.8172434926430086
S0249,-33.13191251491432
S0250,-22.60727211470293
S0251,97.50825533363643
S0252,92.68532703504741
S0253,-74.20694158221676
S0254,84.0527756813344
S0255,-42.58264322688664
S0256,-61.818040666750456
S0257,27.302037130604063
S0258,-74.88089912899687
S0259,-64.48285373880061
S0260,-11.980208938517372
S0261,-104.08384138787409
S0262,26.70626138136651
S0263,-51.30517514351159
S0264,42.854458824268704
S0265,-60.9808069437231
S0266,56.25015452798335
S0267,-30.017435782740147
S0268,68.425142314892
S0269,-18.10012862216565
S0270,38.92610813361917
S0271,-17.31890932640991
S0272,8.466577256324255
S0273,-18.079445435669893
S0274,81.37736136425961
S0275,-82.22178930689029
S0276,76.26061493342985
S0277,-63.67049735625469
S0278,35.96654796971691
S0279,34.52508002820619
S0280,91.14397203108881
S0281,-47.402976768010646
S0282,-41.0106386103816
S0283,-14.75536937209047
S0284,75.62820490021674
S0285,-36.55914271801021
S0286,-50.29570913308861
S0287,69.3017236117524
S0288,63.1989992025977
S0289,-68.21141848508168
S0290,12.174985302493628
S0291,-20.837544127541413
S0292,-46.271376694807614
S0293,-51.90572257067657
S0294,-62.670227926938836
S0295,1.8794072366215806
S0296,82.0120520339791
S0297,-39.98187351980003
S0298,-20.515153230406526
S0299,-39.25133338985998
S0300,-27.73312828421995
S0301,55.29890659554261
S0302,29.73977733254883
S0303,87.91119020920117
S0304,28.872819462088263
S0305,-99.7226506518671
S0306,1.0635772874323992
S0307,8.704955436938603
S0308,68.68769935116427
S0309,94.05124759558646
S0310,20.29617192667435
S0311,-87.94280659250049
S0312,-66.19113044745042
S0313,98.00134807334014
S0314,-73.690114038394
S0315,7.08337594663408
S0316,-6.669986841869362
S0317,77.80988981847824
S0318,25.084470799310218
S0319,82.54687599158811
S0320,54.01440385685462
S0321,45.85269852617662
S0322,-97.0499034264507
S0323,-75.2271137991874
S0324,-6.560789169504405
S0325,-54.99309671297007
S0326,-55.69878668714332
S0327,-60.98814417649471
S0328,21.61397705728794
S0329,-62.13681043196179
S0330,-18.079054804654756
S0331,18.50773019590288
S0332,62.57751715380586
S0333,-4.915156823266978
S0334,-28.06321120285714
S0335,23.919820359032286
S0336,-8.488896566845693
S0337,5.381825198223005
S0338,37.18661568379644
S0339,-32.30247621654396
S0340,51.90528937931922
S0341,-93.88504149053136
S0342,66.4451843938354
S0343,-16.31720501614502
S0344,86.29199069739673
S0345,24.900337395299992
S0346,31.091717260285755
S0347,-27.94541685234554
S0348,69.20511192720994
S0349,73.177549563292
S0350,-81.7777340310258
S0351,-38.70822613780515
S0352,6.661893545161128
S0353,12.15329369165458
S0354,75.53360076489501
S0355,26.952024752421416
S0356,55.8645002595352
S0357,-72.89809006957272
S0358,-58.04185078815094
S0359,85.47171020673291
S0360,-95.19019938400584
S0361,-85.13373093257937
S0362,90.10467285866201
S0363,-22.107842698937127
S0364,-25.68596037101021
S0365,-77.60236232001766
S0366,-71.29563919983552
S0367,5.883350911211241
S0368,-19.850355344967113
S0369,48.32560454542186
S0370,55.398940750295466
S0371,-62.024506265277566
S0372,-19.84617120144802
S0373,9.164732507490038
S0374,48.86964350773592
S0375,71.53308799091441
S0376,55.70929707383469
S0377,43.73125864225411
S0378,26.574607468126672
S0379,-3.028433363928621
S0380,-26.645675130813117
S0381,-50.69201341791014
S0382,-69.3597575633701
S0383,5.200657013949023
S0384,-12.765107875461702
S0385,74.31652128423887
S0386,36.37852049658481
S0387,-40.06850480307117
S0388,68.94123363527305
S0389,-77.64743584965579
S0390,91.93746597365404
S0391,-24.085990672537818
S0392,56.47508823606799
S0393,38.92466119006535
S0394,69.24872336159316
S0395,77.07544684958958
S0396,83.542106209733
S0397,63.3804895672022
S0398,47.1176677525917
S0399,71.74736871549935
S0400,-75.39822125805514
S0401,91.49666523380371
S0402,-27.238826212682238
S0403,-64.84130523460978
S0404,-40.86684834817966
S0405,82.3778993833669
S0406,-55.98887572610771
S0407,44.53568733602006
S0408,79.10558787327484
S0409,-74.35856619386934
S0410,-80.82413732739525
S0411,-1.897864814477654
S0412,35.86591269214681
S0413,77.4949544318128
S0414,70.07163394871847
S0415,-79.95616236104064
S0416,-52.792012763745895
S0417,-30.220952148834257
S0418,-73.9351233628462
S0419,-8.382893184056922
S0420,-18.46095540857847
S0421,7.896392202035983
S0422,-6.376013188751402
S0423,27.282855603666633
S0424,16.221464939808612
S0425,-33.00362219410096
S0426,-61.18234764124621
S0427,-7.583534691323305
S0428,73.54975183761137
S0429,-24.81601222133522
S0430,9.302514468130592
S0431,-91.92823565904565
S0432,-6.238505261740494
S0433,-35.13581733870763
S0434,42.836059744898954
S0435,-100.27281289564303
S0436,-3.1856185426400083
S0437,-73.16610715563158
S0438,-41.08410058257073
S0439,-39.8691191016376
S0440,-64.05977459691485
S0441,-64.16792754853869
S0442,0.31994161884054373
S0443,41.47622979326184
S0444,61.91998343724216
S0445,62.98365495128673
S0446,40.34577186494355
S0447,65.12474025404224
S0448,-101.39848521365414
S0449,71.96304180870045
S0450,-34.229222749575285
S0451,68.24655059354362
S0452,7.907950347197126
S0453,-54.84449645276347
S0454,-29.535009520795633
S0455,0.8714502369725707
S0456,-70.15809085285056
S0457,39.16204451795762
S0458,15.88356223614785
S0459,-23.94594724037047
S0460,-40.05905689129796
S0461,-84.07663743103865
S0462,-41.101415114277806
S0463,16.014701451265356
S0464,-19.914733327316235
S0465,-5.010504052441932
S0466,-16.318975444859376
S0467,-81.17073971564044
S0468,-43.59708347729152
S0469,-56.82953651565124
S0470,-100.46273496025677
S0471,30.607405479507307
S0472,58.96128042109186
S0473,-89.88910282532055
S0474,-16.654333870212724
S0475,-111.11921374949324
S0476,-94.85719832403522
S0477,101.90262523961566
S0478,47.28987156435379
S0479,-14.568694857027296
S0480,-63.34879850313448
S0481,-21.59512798897849
S0482,88.24604632569935
S0483,-65.53083886926603
S0484,86.12202278377643
S0485,-23.870346037390767
S0486,-22.67425020545967
S0487,-9.616899883749237
S0488,28.177248271210217
S0489,-85.33544159942949
S0490,-83.87482540257304
S0491,-94.16450199809988
S0492,37.96976344702719
S0493,1.1442926420470307
S0494,-5.8909458014948415
S0495,26.584231421988754
S0496,46.661452006901754
S0497,40.20229598308388
S0498,76.2286024002373
S0499,-80.94006040407382
S0500,-75.41495212827459
S0501,20.52268198268393
S0502,36.83403642442774
S0503,-19.954334933008916
S0504,19.95281246576922
S0505,-71.53297415753512
S0506,34.096577341919414
S0507,-63.02149727929887
S0508,-1.4315562761344127
S0509,-79.41456843005028
S0510,-14.2616303006868
S0511,89.33037458756122
S0512,65.17005939618137
S0513,28.65310202948516
S0514,18.98306465845649
S0515,-34.7576338838375
S0516,-69.43437899318384
S0517,109.1924073310909
S0518,74.3944036027288
S0519,-53.13521068549489
S0520,-59.467414238882405
S0521,38.1928870397782
S0522,-54.096927455427185
S0523,74.59108535470048
S0524,4.960405658732791
S0525,49.783541128214374
S0526,57.774105569152404
S0527,83.13451030791784
S0528,-65.92175977528854
S0529,74.54843472383276
S0530,-72.79920847936964
S0531,-60.947155606014896
S0532,-38.64415832878808
S0533,76.44838783605493
S0534,-88.28268064238792
S0535,-77.07798337543836
S0536,-46.94305436503756
S0537,12.609251523451768
S0538,34.42644829347232
S0539,-28.493894358837128
S0540,-54.65569427822801
S0541,-49.59975678738711
S0542,5.418057506332845
S0543,41.97384529781458
S0544,6.566804937559727
S0545,-40.2205839476167
S0546,88.08159619875123
S0547,-2.8479648850183583
S0548,-9.751085253292558
S0549,-25.09497084981425
S0550,22.33256500168652
S0551,-80.71626745432556
S0552,73.36782270119812
S0553,29.342571767560962
S0554,52.246877889741214
S0555,-33.89172608781793
S0556,0.7790080679431353
S0557,66.41623612442623
S0558,42.47907001021333
S0559,60.58223466265496
S0560,-56.64018429084743
S0561,4.130718551969283
S0562,46.832965091267305
S0563,-8.073476480381045
S0564,30.059441408005725
S0565,-50.82349505835475
S0566,-87.13530258973971
S0567,-75.1066985433356
S0568,-18.181553811778016
S0569,24.24358326941505
S0570,-32.43314687593193
S0571,-17.009794345356337
S0572,1.661793940981898
S0573,49.56200355957163
S0574,-39.10591338476913
S0575,79.97219357484559
S0576,72.37173230195873
S0577,-24.91640587598149
S0578,0.5269814861693334
S0579,13.984700910326465
S0580,60.306576555199875
S0581,15.05359802396022
S0582,-23.08787165610257
S0583,14.966640301597984
S0584,-19.310523300225775
S0585,62.94132567257725
S0586,22.40188192959433
S0587,95.51496394340948
S0588,-76.76660864619032
S0589,-6.702528882877574
S0590,84.36867906643897
S0591,78.98089915259686
S0592,-30.221266498937457
S0593,-37.055129672067
S0594,80.0326466348355
S0595,-38.16107565998666
S0596,82.71415172051711
S0597,-24.35243621337226
S0598,-83.58099496213569
S0599,27.499805947596695
S0600,-36.02585464365363
S0601,-68.88553870301986
S0602,46.30027964757371
S0603,33.58362272616818
S0604,-61.654585498902854
S0605,-58.76410799689544
S0606,86.29713912945975
S0607,-51.5317088953886
S0608,12.947440613808734
S0609,1.5298897486470855
S0610,-80.97854168518603
S0611,86.72737075006776
S0612,91.23755206217982
S0613,-63.204961901585655
S0614,27.856670643565774
S0615,-26.120399740946276
S0616,63.6756754950341
S0617,-88.25614110037742
S0618,60.464863051099925
S0619,13.206836058803034
S0620,78.83361704688039
S0621,-93.35205718608711
S0622,7.240937803850446
S0623,-99.43468807579862
S0624,-63.97777082536721
S0625,-46.98511049696485
S0626,17.385617384610615
S0627,13.085189777208171
S0628,-24.259429643723152
S0629,-36.511946578756714
S0630,90.52734521873649
S0631,-59.51065955113154
S0632,81.96601961913497
S0633,-66.57346200817001
S0634,-10.807818547995241
S0635,-23.277930730287373
S0636,58.23602224612692
S0637,88.37562680291235
S0638,-55.17046448588437
S0639,82.2404745033208
S0640,50.4580885805758
S0641,-69.00247656684343
S0642,-52.57862895340353
S0643,87.55932992552763
S0644,-2.624373150979658
S0645,-12.194761577446702
S0646,14.132509812111591
S0647,59.627742121919674
S0648,-61.586752865334155
S0649,71.55387799504912
S0650,50.26790092048551
S0651,25.76808864097356
S0652,8.251081538838186
S0653,-35.84743723512355
S0654,-9.273283829018368
S0655,-73.88799347932122
S0656,-61.11883595199824
S0657,-74.07739638170432
S0658,-58.01026432550105
S0659,0.49043183922603717
S0660,44.21218592312701
S0661,-17.97972983343914
S0662,21.975093382093196
S0663,-57.76233977807916
S0664,84.37258872866599
S0665,-26.64166411159163
S0666,-13.384127194169157
S0667,56.60021777486771
S0668,-61.84899203975951
S0669,-40.22730693974661
S0670,95.74434642670461
S0671,5.082022985947605
S0672,-69.2605264771396
S0673,-1.5887836562840905
S0674,99.28549262595392
S0675,-56.395464747270296
S0676,37.77811864645764
S0677,-46.45425719539368
S0678,33.1876196329333
S0679,20.938792702506458
S0680,63.37821138548595
S0681,-68.44443433338017
S0682,1.0273866466388242
S0683,30.326015175154424
S0684,-38.091056512987514
S0685,81.70452890001863
S0686,78.77751064191543
S0687,-23.480838692110783
S0688,63.816152882515105
S0689,-0.11048488505912069
S0690,91.05948141128485
S0691,68.9951252905118
S0692,-9.324850971694215
S0693,22.41353135635323
S0694,-2.3080867466935233
S0695,-75.92534513754552
S0696,-37.22878687018081
S0697,-69.71475568754954
S0698,41.964959411226644
S0699,-56.99196721572436
S0700,-1.666862693268726
S0701,55.699737621639144
S0702,80.77337704393885
S0703,83.57839259065818
S0704,-31.867700093052573
S0705,25.328737166709256
S0706,24.120965162240495
S0707,16.00814077578121
S0708,74.23325266897382
S0709,-66.45262648083443
S0710,6.629679522669408
S0711,4.588061560341736
S0712,-33.33691885236325
S0713,35.538636257427136
S0714,-59.19271981533215
S0715,15.586861117729816
S0716,-5.258579296040661
S0717,20.82885411657638
S0718,54.85620020167866
S0719,-72.3261994519644
S0720,-51.275850926289145
S0721,-56.13469474604937
S0722,-59.81006581407194
S0723,-0.3205322338884926
S0724,24.338247052265174
S0725,115.60598988037833
S0726,59.75416213721339
S0727,-31.124748904511783
S0728,25.412917044269808
S0729,58.42698589406793
S0730,84.84288403757743
S0731,89.96358317897122
S0732,97.84518923198033
S0733,-40.763330021000804
S0734,-11.162364442148846
S0735,-46.1389277083363
S0736,75.26496917058311
S0737,-80.66070842240867
S0738,69.86946857727177
S0739,-2.9792044721687283
S0740,44.85301955384052
S0741,52.91354733580894
S0742,59.49692229596597
S0743,-46.43580074463861
S0744,-30.30631009993292
S0745,-47.912630183151
S0746,-23.66493535143412
S0747,21.98736966085948
S0748,48.21435082951373
S0749,82.74373049691546
S0750,68.4070477566686
S0751,-11.634691058907018
S0752,-98.94929925267328
S0753,-37.06564715089897
S0754,21.88259059125653
S0755,44.69781431675997
S0756,80.29169582603078
S0757,-41.28962102980069
S0758,-8.39773309054535
S0759,112.81665059884735
S0760,-75.43283922118809
S0761,-38.32821182883373
S0762,-29.401214987882675
S0763,38.918964774091606
S0764,-23.649593824043315
S0765,76.78659573168888
S0766,-23.00196208058677
S0767,-56.48656213321201
S0768,49.49985924289539
S0769,47.49762276405626
S0770,-8.985426342690223
S0771,-5.791616000454248
S0772,41.70093438403687
S0773,-33.073706537499106
S0774,67.67888157975891
S0775,-15.315464395896424
S0776,-90.99666729968588
S0777,-15.858822893088325
S0778,28.778555205250196
S0779,57.58798808065185
S0780,10.158336087941413
S0781,-9.633660740277127
S0782,35.080220598028674
S0783,19.681009513800536
S0784,111.16440720392161
S0785,94.69630666643435
S0786,-32.94862341246063
S0787,1.7075225039034638
S0788,67.44696603118017
S0789,82.18423311525343
S0790,-76.99035698912411
S0791,-78.47098179457878
S0792,80.33080853873528
S0793,0.3444656511329818
S0794,-51.06668558755321
S0795,22.750004280410046
S0796,64.09817547122476
S0797,42.165815081983034
S0798,-25.864482228240043
S0799,43.1090173990298
S0800,10.94040373739304
S0801,68.44578686685283
S0802,-9.205327106145935
S0803,-68.89036081016835
S0804,-82.2785664172325
S0805,60.2006171716243
S0806,10.53241132535541
S0807,19.210723364426542
S0808,46.66739006681849
S0809,52.33494092264437
S0810,39.51555520847095
S0811,-44.14875562331066
S0812,-24.358884742001212
S0813,-56.996633399456385
S0814,48.21500603124435
S0815,27.785383159662068
S0816,-2.1779077738580686
S0817,-28.50724394651237
