Factor_Name,Return
F01,0.09241655807009443
F02,-0.00939646645015787
F03,-0.3078397471774467
F04,-0.07173753971444072
F05,-0.050199603230224425
F06,-0.004631044300412257
F07,-0.05540146556252863
F08,0.0005329431138182326
F09,-0.06901261892686954
F10,0.016224559175681313
I01,-0.18874255614049243
I02,0.064173949572069
I03,-0.018372894978277113
I04,-0.043700217454446105
I05,0.021878853923376355
I06,-0.12419171623453999
I07,-0.007891429784545136
I08,-0.023773080107612424
I09,0.0363558070051652
I10,0.008863204712459745
I11,0.11632649343805576
I12,0.08633343239889801
I13,-0.04946347476528385
I14,0.0001835349440475426
I15,-0.1592694034102985
I16,0.17463552767440776
I17,0.022098370417330423
I18,-0.061553985277661566
I19,0.023835480698692575
I20,0.011164964673964247
Residual,-10.063468180355136
