Share_Code,Residual_Returns
S0001,-32.0162186081884
S0002,65.60293832188113
S0003,-102.88793059731911
S0004,-5.0152881368458875
S0005,1.644491989597988
S0006,3.022682124249478
S0007,-68.9860539088698
S0008,-92.72324389757105
S0009,15.18768906764707
S0010,77.2733902345165
S0011,56.72799596179687
S0012,78.15400539567139
S0013,86.2162409666833
S0014,-22.676715150878373
S0015,-70.60285530771712
S0016,-59.32217695110612
S0017,-85.13973180569023
S0018,74.46546826634243
S0019,-54.477646002913964
S0020,73.6978737736151
S0021,-39.11450172371228
S0022,-38.8899058988877
S0023,-83.10046182968526
S0024,48.47335541128316
S0025,89.99963149224413
S0026,98.18750644452777
S0027,62.858833682412175
S0028,101.90501231416484
S0029,-89.89048003055768
S0030,-91.74151559866173
S0031,-4.789515921638287
S0032,80.61266892189454
S0033,-39.094163228954045
S0034,-88.97755065478837
S0035,-34.731096738844954
S0036,-10.083326948891909
S0037,-73.21189060282315
S0038,-71.7282111847239
S0039,10.396728584141997
S0040,87.80827812490105
S0041,-3.0119395916256266
S0042,53.41013701693761
S0043,-13.320389317348573
S0044,-27.497688686483954
S0045,-13.244647254501238
S0046,-35.10512102029551
S0047,-62.293764232223296
S0048,25.338449464089592
S0049,66.35407465699913
S0050,27.20063111502244
S0051,-74.02449557386548
S0052,-24.771702270467024
S0053,25.22067486916318
S0054,-83.46825658174116
S0055,-92.6704479026422
S0056,-29.963926863286225
S0057,23.085661914396482
S0058,76.08194916860144
S0059,23.870609676511307
S0060,-29.256886791034745
S0061,28.05228157517758
S0062,84.07548416360373
S0063,-6.430071484319637
S0064,-35.806180474574596
S0065,-17.01749643831305
S0066,-73.3603388225216
S0067,-79.9175412975639
S0068,-35.3483698663037
S0069,-68.12359317501682
S0070,20.352458346445115
S0071,-32.66172707744991
S0072,-34.05650662849049
S0073,28.299044640880705
S0074,-30.690845207786673
S0075,59.3898499905448
S0076,-9.620094842515371
S0077,-2.118988678957975
S0078,-65.44419431638252
S0079,-68.2578644649631
S0080,53.78412996258585
S0081,70.51641185895477
S0082,-66.22819908259277
S0083,73.30078255445014
S0084,109.9695458683702
S0085,-57.106803526659505
S0086,-36.81033590199074
S0087,-102.35648846169772
S0088,-27.65640434655595
S0089,20.05457142057159
S0090,18.140757972363012
S0091,81.63191657153119
S0092,47.89522756722713
S0093,-52.16727838277972
S0094,-15.504850818618133
S0095,-67.75445443600573
S0096,27.821469917553472
S0097,-9.474700907150728
S0098,-60.50606565857022
S0099,-55.79056336121136
S0100,56.984911548516784
S0101,31.119536530862778
S0102,26.273956231425586
S0103,21.23569913090167
S0104,46.86832960041944
S0105,-90.31091602031464
S0106,93.20101508441148
S0107,59.281500780102725
S0108,27.561183482664294
S0109,-47.67700220701934
S0110,-40.267628474987056
S0111,-39.26203409886091
S0112,55.96641581533294
