Factor_Name,Return
F01,0.09179657497205794
F02,0.07086145576192222
F03,-0.389582396939524
F04,0.03065493606243541
F05,-0.0022941982551379163
F06,-0.06614030581562878
F07,0.021253950705540148
F08,0.06813541751064989
F09,-0.029047563608725062
F10,0.11341937654944284
I01,-0.06407084123308697
I02,0.0763968332884322
I03,-0.029668699380425587
I04,0.037363430499004646
I05,0.05608177686152182
I06,-0.3292386974125619
I07,0.02237019081068152
I08,0.0036999816874822757
I09,0.08947909590719338
I10,0.12287218531583077
I11,0.1493517177850835
I12,-0.037794162563762335
I13,-0.02693579319689154
I14,-0.1567185266518943
I15,0.11034736170241204
I16,0.1082303314144961
I17,-0.07361248344092888
I18,-0.02363731705831679
I19,-0.023518819900476533
I20,0.003583544195850767
Residual,7.237491662485304
